time,qpos_0,qpos_1,qpos_2,qpos_3,qpos_4,qpos_5,qpos_6,qpos_7,qpos_8,qpos_9,qpos_10,qpos_11,qpos_12,qpos_13,qpos_14,qpos_15,qpos_16,qpos_17,qpos_18,qpos_19,qpos_20,qpos_21,qpos_22,qpos_23,qpos_24,qpos_25,qpos_26,qpos_27,qpos_28,qpos_29,qpos_30,qpos_31,qpos_32,qpos_33,qpos_34,qvel_0,qvel_1,qvel_2,qvel_3,qvel_4,qvel_5,qvel_6,qvel_7,qvel_8,qvel_9,qvel_10,qvel_11,qvel_12,qvel_13,qvel_14,qvel_15,qvel_16,qvel_17,qvel_18,qvel_19,qvel_20,qvel_21,qvel_22,qvel_23,qvel_24,qvel_25,qvel_26,qvel_27,qvel_28,qvel_29,qvel_30,qvel_31,qvel_32,qvel_33
0.0,0.0,0.0,0.9,0.7073882691671998,0.0,0.0,-0.706825181105366,0.5613031399999999,-0.09946237,-0.17400935,0.0,0.0,0.43446581,0.0,0.0,0.12862941,0.37841378,0.0,0.0,0.0,0.0,-0.12240085000000003,0.07409521,-0.48863881,0.0,0.0,0.23899686000000006,0.0,0.0,0.16347202,0.1426025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19340756299572437,0.2786788976168464,0.19876706402366384,0.0,0.0,-0.5650950472624316,0.0,0.0,0.2669413986100633,0.3446533354908299,0.0,0.0,0.0,0.0,-0.35208769317786714,0.08156022923900719,-0.02205960685219832,0.0,0.0,-0.2216020186401979,0.0,0.0,-0.12755888810146776,-0.24608993999829853,0.0,0.0,0.0
0.19166666666666665,0.0,0.0,1.0,0.7073882691671998,0.0,0.0,-0.706825181105366,0.5306686886697675,-0.0555478816750517,-0.16746549718472212,0.0,0.0,0.3966055506861295,0.0,0.0,0.11184979436714942,0.3995634868788,0.0,0.0,0.0,0.0,-0.18435144985971327,0.10476309028536758,-0.48533828371702126,0.0,0.0,0.20704748576270632,0.0,0.0,0.13921141324011999,0.1509959798416091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16927069887514357,0.046996868518648094,-0.18764376755784462,0.0,0.0,0.08692366719284861,0.0,0.0,-0.2786138939367111,-0.24001466160462392,0.0,0.0,0.0,0.0,-0.29069216879945126,0.16621728562501936,0.09223683945417172,0.0,0.0,-0.04501605243572904,0.0,0.0,-0.24738484054963705,0.2658056898174699,0.0,0.0,0.0
0.3833333333333337,0.0,0.0,1.0,0.7073882691671998,0.0,0.0,-0.706825181105366,0.48111672128895966,-0.11030797325734892,-0.2493241243497878,0.0,0.0,0.4354543495055137,0.0,0.0,0.1234333079608689,0.2721804358336748,0.0,0.0,0.0,0.0,-0.19702356743460528,0.1027732727937075,-0.4325914061663604,0.0,0.0,0.30354746559364215,0.0,0.0,-0.004190151507846865,0.14313391907699016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3653437172314433,-0.4646799277291447,-0.5713878524862748,0.0,0.0,0.2101056090222242,0.0,0.0,0.4082459487255141,-0.902119163823929,0.0,0.0,0.0,0.0,0.26510716143615554,-0.19941810815338745,0.4706225342790149,0.0,0.0,1.2009867230272397,0.0,0.0,-1.235288700106933,-0.5394385985612005,0.0,0.0,0.0
0.5750000000000004,0.0,0.0,1.0,0.7073882691671998,0.0,0.0,-0.706825181105366,0.38022624370842684,-0.1345644389724944,-0.35140181875656734,0.0,0.0,0.43933344800993374,0.0,0.0,0.17954012126273064,0.1622616147354073,0.0,0.0,0.0,0.0,-0.053287847484723566,0.0433817168070782,-0.3143124610218621,0.0,0.0,0.6734967062961625,0.0,0.0,-0.22508425964513945,-0.01763836037602834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6683207415431847,0.34996626897429883,-0.4502887575529191,0.0,0.0,-0.17958987397302062,0.0,0.0,-0.035290135200084505,-0.04775141877519706,0.0,0.0,0.0,0.0,1.1445527306781478,-0.3451184369930016,0.6649667003084425,0.0,0.0,2.3295684842454945,0.0,0.0,-0.611838710670034,-0.726900306006173,0.0,0.0,0.0
0.7666666666666664,0.0,0.0,1.0,0.7073882691671998,0.0,0.0,-0.706825181105366,0.2504851440907373,-0.015587541922446026,-0.4272870223549156,0.0,0.0,0.4036462670105974,0.0,0.0,0.13561311088859734,0.24516844258038012,0.0,0.0,0.0,0.0,0.19316084703874417,-0.01652955920760098,-0.21420598155288284,0.0,0.0,1.0293973351984462,0.0,0.0,-0.12936615043083077,-0.015481086290271784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5871308035691847,0.5604860280104488,-0.3811794454777284,0.0,0.0,-0.037890973943039974,0.0,0.0,-0.1415473374151588,0.5870817647901971,0.0,0.0,0.0,0.0,1.2579603879005574,-0.2754433403272069,0.3474348263940463,0.0,0.0,1.022267872697391,0.0,0.0,1.3452604600517248,0.649114608655541,0.0,0.0,0.0
0.9583333333333324,0.0,0.0,1.0,0.7073882691671998,0.0,0.0,-0.706825181105366,0.1629574921954423,0.0047783359395902475,-0.49427365623678515,0.0,0.0,0.43330666902762577,0.0,0.0,0.16828917582739533,0.2827546949298407,0.0,0.0,0.0,0.0,0.383318846910995,-0.05344140523282115,-0.17308947248145953,0.0,0.0,0.9809357290299507,0.0,0.0,0.11394983751334373,0.11957163338909027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44194006672614417,-0.21597666662644205,-0.2780581430501372,0.0,0.0,0.14266372224614798,0.0,0.0,0.30386340746962004,-0.19808817963290037,0.0,0.0,0.0,0.0,0.711307522629816,-0.08418903011103651,0.15612754017855446,0.0,0.0,-1.3004047171546862,0.0,0.0,0.7765989288413716,0.47674372113170715,0.0,0.0,0.0
1.1583333333333317,0.0,0.0,1.0,0.7073882691671998,0.0,0.0,-0.706825181105366,0.02328130929874611,0.0004561690441826152,-0.5263442676661764,0.0,0.0,0.3540192584259566,0.0,0.0,0.17642763995129584,0.24263779278949216,0.0,0.0,0.0,0.0,0.4759890250701361,-0.04388093188077337,-0.14018321222321736,0.0,0.0,0.6438666440062764,0.0,0.0,0.13768061909471246,0.1649180127910608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9294303197427833,0.3175609153901063,-0.09063483010399498,0.0,0.0,-0.9426145803108521,0.0,0.0,-0.21557847078691128,0.03194470051138487,0.0,0.0,0.0,0.0,0.3093094260104534,0.12566767605715345,0.15637891610386978,0.0,0.0,-1.5919939037533037,0.0,0.0,-0.19031718440154943,0.2136657920329521,0.0,0.0,0.0
1.3499999999999976,0.0,0.0,1.0,0.7073882691671998,0.0,0.0,-0.706825181105366,-0.12591572703804352,0.08206690954689139,-0.5509123498160833,0.0,0.0,0.16868634863214182,0.0,0.0,0.13588052737478803,0.2949940210153819,0.0,0.0,0.0,0.0,0.5264316419215203,-0.023685446320914256,-0.12206592262421953,0.0,0.0,0.4541771797118051,0.0,0.0,0.14025060932400998,0.24539270883620568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43037881923836396,0.2902715002640355,-0.179097038894227,0.0,0.0,-0.6391593304866205,0.0,0.0,-0.12097080889600265,0.31836415111085703,0.0,0.0,0.0,0.0,0.23199067173521382,0.07583160649978937,0.039364639795860246,0.0,0.0,-0.45914304922695326,0.0,0.0,0.2188093025615856,0.5141481586527163,0.0,0.0,0.0
1.5416666666666636,0.0,0.0,1.0,0.7073882691671998,0.0,0.0,-0.706825181105366,-0.1330962476638786,0.0762689380166352,-0.5818659784973566,0.0,0.0,0.15610740234316822,0.0,0.0,0.12440237540637136,0.3160163283615265,0.0,0.0,0.0,0.0,0.5558214745900681,-0.005633651332685976,-0.11619983043404844,0.0,0.0,0.4105446929762524,0.0,0.0,0.16388146150129565,0.30004148962256516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11520341053760763,-0.20239588990720092,-0.09295709369050442,0.0,0.0,0.261034896141481,0.0,0.0,-0.016466244617642234,-0.051027513316066475,0.0,0.0,0.0,0.0,0.058418561913988754,0.12657196587374922,0.03190148580631713,0.0,0.0,-0.15512026037711957,0.0,0.0,-0.10276982702437931,0.007941817906016446,0.0,0.0,0.0
1.7333333333333296,0.0,0.0,1.0,0.7073882691671998,0.0,0.0,-0.706825181105366,-0.16066325578358168,0.06168158124563242,-0.5720905208930767,0.0,0.0,0.1851659959625272,0.0,0.0,0.15361356832631168,0.30678739556434137,0.0,0.0,0.0,0.0,0.5467152523542649,0.012384302511095352,-0.12666077457538188,0.0,0.0,0.39663750581956775,0.0,0.0,0.1049077139315403,0.26411530072072514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.385074925208575,0.05475033748449598,0.1976668947886573,0.0,0.0,0.07551641412348875,0.0,0.0,0.2997669531574432,-0.04342278205655914,0.0,0.0,0.0,0.0,-0.13878398490443367,0.010975221285536227,-0.2029192370758759,0.0,0.0,0.08416766566402334,0.0,0.0,-0.3632520799850708,-0.29560327416730203,0.0,0.0,0.0
